D,7.867291214816522
B,9.639039909680589
A,9.359345727723452
A,6.777151707727347
D,5.686889167877604
D,7.544542830319987
A,3.4373909608792728
C,8.292498268019237
C,0.3650661219798679
B,7.822361272589302
A,9.986145076336117
C,9.79262774149086
C,8.267915509049807
B,3.1736582430595215
D,1.6812623151555617
D,7.044789284685569
B,5.19799478011457
A,7.899826126068717
C,0.3322240707472268
C,5.1244712586164995
A,7.92632713626595
C,9.88546721499553
A,8.508456730443559
B,8.14390917281423
B,2.2584446356919163
C,6.671422421901773
D,1.3410538859989962
B,4.510508398076528
C,6.456157813042083
C,3.389051813926697
B,2.171742761187158
D,8.52690833235427
A,0.84443215756282
B,5.72287198573169
B,3.6165410626074577
A,0.01706398288743305
B,7.595136238677107
D,5.057665232806709
A,1.9825394549522646
C,0.3067430429726281
D,6.647224013336555
A,0.6224335595013442
A,0.5435653770031756
D,1.8694067789150826
A,8.632334934290002
D,8.07039912158659
A,7.810526020268967
D,0.30683703070380264
D,0.4573919889497835
B,1.368201978598813
