C,4.302982914654306
A,0.03724058216888371
D,5.2060296420891365
C,7.3651959321262686
A,9.152957956946583
A,9.217205132464436
D,1.0543949179143541
D,1.074693608893006
A,9.384981221290197
B,8.9884785532016
D,9.835243977424659
D,8.856904317527382
B,2.5253860379661166
B,0.7777230625795561
B,9.954910259273838
D,6.703801975397941
C,6.071441252635646
D,6.387980027707277
B,3.7781308208339204
C,3.6240864315500887
A,7.355837926643134
D,1.3345856294448644
B,1.1261832618021117
D,2.9509326798967903
B,7.555354855659814
D,1.907609645703775
A,8.70532959163597
A,4.613596109050647
A,2.9890273948202015
A,6.832961601948782
B,3.7229338751044825
A,9.379778288589828
C,6.749482332770533
A,5.585610412535713
A,6.341245668512954
B,0.655399046674171
D,4.613966400015526
C,9.576563697388657
C,0.6228110377998208
B,1.2605407488937193
B,3.60099504694689
C,6.645037713905591
D,5.150238456318892
C,2.0732139000763117
B,1.8339187089341535
B,7.499650576659461
C,5.67693992411378
D,6.451099192019867
C,8.020780535339009
A,0.1622074999613876
